rbd;carrera;porc
1444;Ingenieria En Administracion De Empresas;6.45%
1444;Tecnico En Mecanica Automotriz Y Autotronica;6.45%
1444;Tecnico Veterinario;6.45%
1444;Trabajo Social;6.45%
1444;Educacion Parvularia;3.23%
1444;Electricidad;3.23%
1444;Enfermeria;3.23%
1444;Gastronomia Internacional;3.23%
1444;Ingenieria En Comercio Exterior;3.23%
1444;Ingenieria En Mecanica Automotriz Y Autotronica;3.23%
1444;Personal Trainer;3.23%
1444;Tecnico De Enfermeria;3.23%
1444;Tecnico En Educacion Parvularia Y Basica;3.23%
1444;Tecnico En Enfermeria;3.23%
1444;Tecnico En Odontologia;3.23%
1444;Tecnico Juridico;3.23%
1449;Obstetricia Y Puericultura;15.38%
1449;Construccion Civil;7.69%
1449;Enfermeria;7.69%
1449;Nutricion Y Dietetica;7.69%
1449;Tecnico En Mecanica Automotriz Y Autotronica;6.67%
1449;Tecnologia Medica;6.67%
1449;Traduccion E Interpretacion Ingles-Español;6.67%
1450;Electricidad;11.11%
1450;Gastronomia Internacional;11.11%
1450;Tecnico En Enfermeria Mencion En Urgencia;11.11%
1450;Odontologia;7.69%
1450;Pedagogia En Matematica;7.69%
1450;Psicologia;7.69%
1450;Teatro;7.69%
1450;Tecnico En Calidad Y Seguridad Agroalimentaria;7.69%
1450;Tecnico En Odontologia;7.69%
1450;Tecnico En Trabajo Social;7.69%
1450;Tecnologia Medica;7.69%
1450;Administracion Hotelera;5.56%
1450;Administracion Turistica Multilingãƒâœe;5.56%
1450;Derecho;5.56%
1450;Educacion Parvularia;5.56%
1450;Ingenieria Civil En Informatica;5.56%
1450;Ingenieria Civil Metalurgia Extractiva;5.56%
1450;Ingenieria En Construccion;5.56%
1450;Licenciatura En Fisica Con Mencion Astronomia O Mencion Ciencias Atmosfericas O Mencion Computacion Cientifica;5.56%
1450;Tecnico En Enfermeria;5.56%
1450;Tecnico En Odontologia;5.56%
1450;Tecnico En Trabajo Social;5.56%
1453;Arquitectura;11.11%
1453;Diseño Grafico;11.11%
1453;Educacion Fisica Para La Educacion General Basica;11.11%
1453;Ingenieria Civil;11.11%
1453;Ingenieria En Construccion;11.11%
1453;Medicina Veterinaria;11.11%
1453;Sociologia;11.11%
1453;Tecnico De Nivel Superior En Desarrollo De Video Juegos;11.11%
1453;Tecnico Universitario En Telecomunicaciones Y Redes;11.11%
1453;Administracion Turistica Multilingãƒâœe;10.00%
1453;Derecho;10.00%
1453;Diseño Grafico;10.00%
1453;Tecnico Universitario En Telecomunicaciones Y Redes;5.56%
1464;Ingenieria Civil Electronica;10.00%
1464;Ingenieria Civil Informatica;10.00%
1464;Ingenieria Civil Mecanica;10.00%
1464;Ingenieria En Construccion;10.00%
1464;Pedagogia En Castellano;10.00%
1464;Peluqueria;10.00%
1464;Tecnico Financiero;10.00%
1464;Analista Programador Computacional;7.14%
1464;Arquitectura;7.14%
1464;Enfermeria;7.14%
1464;Enfermeria, Licenciatura En Enfermeria;7.14%
1464;Ingenieria Civil Industrial;7.14%
1467;Arquitectura;14.29%
1467;Gastronomia;14.29%
1467;Ilustracion;14.29%
1467;Mecanica Automotriz En Sistemas Electronicos;14.29%
1467;Psicologia;14.29%
1467;Tecnico En Enfermeria Mencion En Ginecoobstetricia;14.29%
1467;Ingenieria En Construccion;7.14%
1467;Kinesiologia;7.14%
1467;Medicina Veterinaria;7.14%
1467;Nutricion Y Dietetica;7.14%
1467;Pedagogia En Educacion Diferencial;7.14%
1467;Psicologia;7.14%
1467;Quimica Y Farmacia;7.14%
1467;Tecnico Deportivo;7.14%
1467;Trabajo Social;7.14%
1478;Ingenieria Civil Metalurgia;33.33%
1478;Ingenieria En Informatica;33.33%
1478;Tecnico En Maquinaria Y Vehiculos Pesados;33.33%
1478;Tecnico Veterinario;14.29%
1478;Actuacion;11.11%
1478;Fonoaudiologia;11.11%
1478;Ingenieria Civil En Informatica;11.11%
1482;Ingenieria En Administracion;11.11%
1482;Ingenieria En Fabricacion Y Diseño Industrial;11.11%
1482;Ingenieria En Informatica;11.11%
1482;Interpretacion O Traduccion Ingles-Español;11.11%
1482;Tecnico En Educacion Parvularia Y Basica;11.11%
1482;Tecnico En Maquinaria Y Vehiculos Pesados;11.11%
1482;Administracion Financiera;5.00%
1482;Administracion De Empresas;3.33%
1482;Administracion De Redes Computacionales;1.67%
1482;Arquitectura;1.67%
1489;Auditoria;6.67%
1489;Gastronomia;3.33%
1489;Gastronomia Internacional;3.33%
1489;Ingenieria Comercial;3.33%
1489;Asistente De Parvulos;1.67%
1489;Auditoria Pev;1.67%
1489;Auditoria Vespertino;1.67%
1489;Comercio Exterior;1.67%
1489;Contabilidad General Mencion Legislacion Tributaria;1.67%
1489;Contador Auditor;1.67%
1489;Cosmetologia;1.67%
1489;Educacion Parvularia;1.67%
1489;Electronica Industrial;1.67%
1489;Enfermeria;1.67%
1489;Ingenieria En Administracion;1.67%
1489;Ingenieria En Administracion De Empresas Mencion Gestion De Personas;1.67%
1490;Ingenieria Financiera;5.00%
1490;Ingenieria En Administracion De Recursos Humanos;3.33%
1490;Ingenieria En Construccion;3.33%
1490;Ingenieria En Conectividad Y Redes;1.67%
1490;Ingenieria En Gestion De Negocios Internacionales;1.67%
1490;Ingenieria En Gestion Logistica;1.67%
1490;Ingenieria En Informatica;1.67%
1490;Ingenieria En Mecanica Automotriz Y Autotronica;1.67%
1490;Logistica;1.67%
1500;Pedagogia En Educacion Fisica Damas;3.33%
1500;Operaciones Portuarias;1.67%
1500;Pedagogia En Ingles Y/O Licenciatura En Lengua Y Literatura Inglesa;1.67%
1500;Periodismo;1.67%
1500;Psicopedagogia;1.67%
1502;Trabajo Social;3.33%
1502;Tecnico Agricola;1.67%
1502;Tecnico En Enfermeria E Instrumentacion Quirurgica;1.67%
1502;Tecnico En Enfermeria Gineco-Obstetrica Y Neonatal;1.67%
1502;Tecnico En Enfermeria Mencion En Pediatria;1.67%
1502;Tecnico En Gestion Logistica;1.67%
1502;Tecnico En Mecanica Automotriz Y Autotronica;1.67%
1502;Tecnico En Odontologia;1.67%
1502;Tecnico En Sonido;1.67%
1502;Tecnico Financiero;1.67%
1502;Turismo Y Hoteleria;1.67%
1503;Tecnico En Enfermeria;14.81%
1503;Tecnico En Construccion;12.82%
1503;Mantenimiento Industrial;10.26%
1503;Mecanica Automotriz En Sistemas Electronicos;10.26%
1503;Ingenieria Mecanica En Mantenimiento Industrial;7.69%
1503;Diseño Grafico;7.41%
1503;Educacion Parvularia;7.41%
1503;Gastronomia;7.41%
1503;Ingenieria En Informatica;5.13%
1503;Tecnico Universitario En Diseño Y Produccion Industrial En Moldes Y Matrices;5.13%
1503;Asistente De Parvulos;3.70%
1503;Derecho;3.70%
1503;Ingenieria Civil Biomedica;3.70%
1503;Ingenieria En Construccion;3.70%
1503;Ingenieria En Estadistica;3.70%
1503;Ingenieria En Medio Ambiente;3.70%
1503;Ingenieria En Minas;3.70%
1503;Odontologia;3.70%
1503;Prevencion De Riesgos;3.70%
1503;Psicopedagogia;3.70%
1503;Tecnico En Construccion;3.70%
1503;Tecnico En Educacion De Parvulos;3.70%
1503;Tecnico En Electricidad Y Electronica;3.70%
1503;Tecnico En Enfermeria Gineco-Obstetrica Y Neonatal;3.70%
1503;Cocina Internacional Y Tradicional Chilena;2.56%
1503;Comercio Exterior;2.56%
1503;Enfermeria;2.56%
1503;Ingenieria Civil Electronica;2.56%
1503;Ingenieria Comercial;2.56%
1503;Ingenieria De Ejecucion En Mecanica De Procesos Y Mantenimiento Industrial;2.56%
1503;Ingenieria En Electricidad Y Automatizacion Industrial;2.56%
1503;Ingenieria En Fabricacion Y Diseño Industrial;2.56%
1503;Ingenieria En Maquinaria, Vehiculos Automotrices Y Sistemas Electronicos;2.56%
1503;Ingenieria Industrial;2.56%
1503;Ingenieria Mecanica;2.56%
1503;Personal Trainer;2.56%
1503;Psicologia;2.56%
1503;Tecnico Audiovisual;2.56%
1503;Tecnico Deportivo;2.56%
1503;Tecnico En Electricidad Y Automatizacion Industrial;2.56%
1503;Tecnico En Mantenimiento Electromecanico;2.56%
1503;Tecnico Universitario En Construccion;2.56%
1503;Telecomunicaciones, Conectividad Y Redes;2.56%
1504;Tecnico En Mecanica Automotriz Y Autotronica;7.41%
1504;Auditoria;6.82%
1504;Gastronomia Internacional;4.55%
1504;Ingenieria Civil Quimica;4.55%
1504;Tecnico En Enfermeria Mencion Ginecobstetricia;3.70%
1504;Administracion De Empresas;2.27%
1504;Administracion De Empresas Mencion Marketing;2.27%
1504;Administracion Gastronomica Internacional;2.27%
1504;Administracion Hotelera;2.27%
1504;Contador Auditor;2.27%
1504;Cosmetologia;2.27%
1504;Dibujo Y Modelamiento Arquitectonico Y Estructural;2.27%
1504;Diseño;2.27%
1504;Diseño Grafico;2.27%
1504;Diseño Grafico Profesional;2.27%
1504;Educacion Parvularia;2.27%
1504;Gastronomia;2.27%
1504;Ingenieria Civil Biomedica;2.27%
1504;Ingenieria Civil Bioquimica;2.27%
1504;Ingenieria Civil De Minas;2.27%
1504;Ingenieria Civil Electronica;2.27%
1504;Ingenieria Civil En Quimica;2.27%
1504;Ingenieria Civil Metalurgia Extractiva;2.27%
1504;Ingenieria Comercial;2.27%
1504;Ingenieria De Ejecucion En Informatica;2.27%
1515;Electricidad;9.09%
1515;Electronica Industrial;9.09%
1515;Ingenieria Civil Telematica;9.09%
1515;Ingenieria De Ejecucion En Informatica;9.09%
1515;Ingenieria En Electricidad Y Automatizacion Industrial;9.09%
1515;Ingenieria En Construccion;4.55%
1515;Periodismo;4.55%
1515;Ingenieria En Informatica;2.27%
1515;Licenciatura En Fisica Con Mencion Astronomia O Mencion Ciencias Atmosfericas O Mencion Computacion Cientifica;2.27%
1515;Medicina;2.27%
1515;Medicina Veterinaria;2.27%
1515;Obstetricia Y Puericultura;2.27%
1515;Pedagogia En Educacion Fisica;2.27%
1515;Pedagogia En Filosofia;2.27%
1515;Pedagogia En Quimica Y Ciencias Naturales;2.27%
1515;Tecnico De Nivel Superior En Cocina Internacional;2.27%
1515;Tecnico En Electricidad Y Electronica;2.27%
1515;Tecnico En Enfermeria Mencion En Urgencia;2.27%
1515;Tecnico En Odontologia;2.27%
1515;Trabajo Social;2.27%
1516;Personal Trainer;33.33%
1516;Tecnico Universitario En Proyectos De Ingenieria;33.33%
1516;Turismo Tecnico Mencion Empresas Turisticas;33.33%
1516;Operaciones Portuarias;25.00%
1516;Administracion De Negocios Turisticos Y Hoteleros;25.00%
1516;Gastronomia;25.00%
1516;Gastronomia Internacional;25.00%
1516;Pedagogia En Educacion Musical;25.00%
1516;Ingenieria En Diseño De Productos;12.50%
1516;Pedagogia En Historia Y Ciencias Sociales;12.50%
1516;Pedagogia En Musica Y/O Licenciatura En Ciencias Y Artes Musicales;12.50%
1516;Tecnico En Educacion Parvularia;12.50%
1516;Tecnico En Electricidad Y Automatizacion Industrial;12.50%
1516;Tecnico En Trabajo Social;12.50%
1516;Ingenieria En Telecomunicaciones, Conectividad Y Redes;9.09%
1516;Pedagogia En Educacion Fisica Damas;9.09%
1516;Tecnico En Enfermeria Mencion En Urgencia;9.09%
1516;Tecnico En Telecomunicaciones;9.09%
1516;Tecnico Universitario En Construccion;9.09%
1516;Tecnico Universitario En Electronica;9.09%
1516;Administracion Hotelera Y Gastronomica;4.17%
1516;Construccion Civil;4.17%
1516;Derecho;4.17%
1516;Diseño Grafico;4.17%
1516;Gastronomia Internacional;4.17%
1516;Ingenieria Civil Biomedica;4.17%
1516;Ingenieria Civil En Informatica;4.17%
1516;Ingenieria Civil Industrial;4.17%
1516;Ingenieria Comercial;4.17%
1516;Ingenieria De Ejecucion En Informatica;4.17%
1516;Ingenieria Electronica;4.17%
1516;Interpretacion O Traduccion Ingles-Español;4.17%
1517;Medicina;4.17%
1517;Nutricion Y Dietetica;4.17%
1517;Pedagogia Educacion Basica;4.17%
1517;Pedagogia En Castellano Y/O Licenciatura En Lingãƒâœistica Y Literatura;4.17%
1517;Pedagogia En Educacion Diferencial;4.17%
1517;Pedagogia En Historia Y Ciencias Sociales;4.17%
1517;Sociologia;4.17%
1517;Tecnico De Enfermeria;4.17%
1517;Tecnico En Electricidad Y Automatizacion Industrial;4.17%
1517;Tecnologia Medica;4.17%
1517;Terapia Ocupacional;4.17%
1517;Trabajo Social;4.17%
1518;Kinesiologia;14.29%
1518;Odontologia;14.29%
1518;Operaciones Portuarias;14.29%
1518;Prevencion De Riesgos;14.29%
1518;Tecnico En Construccion;14.29%
1518;Tecnico En Enfermeria;14.29%
1518;Tecnico Juridico;14.29%
1519;Cine;33.33%
1519;Desarrollo Y Diseño Web;33.33%
1519;Ingenieria En Informatica;33.33%
1519;Cocina Internacional Y Tradicional Chilena;4.88%
1520;Comercio Exterior;7.32%
1520;Contador Auditor;2.44%
1520;Enfermeria;2.44%
1520;Fonoaudiologia;2.44%
1520;Gastronomia Internacional;2.44%
1521;Ingenieria Comercial;7.32%
1521;Tecnico En Mecanica Automotriz Y Autotronica;7.32%
1521;Tecnico De Enfermeria;4.88%
1521;Tecnico En Odontologia;4.88%
1521;Gestion En Turismo Y Cultura;2.44%
1521;Ingenieria Civil En Informatica;2.44%
1521;Ingenieria Civil Industrial;2.44%
1521;Ingenieria Civil Quimica;2.44%
1521;Ingenieria De Transporte;2.44%
1521;Ingenieria En Electricidad Y Automatizacion Industrial;2.44%
1521;Ingenieria En Informatica;2.44%
1521;Ingenieria En Maquinaria, Vehiculos Automotrices Y Sistemas Electronicos;2.44%
1521;Ingenieria En Negocios Internacionales;2.44%
1521;Ingenieria Financiera;2.44%
1521;Logistica;2.44%
1521;Mantenimiento Industrial;2.44%
1521;Nutricion Y Dietetica;2.44%
1521;Pedagogia En Educacion Fisica Varones;2.44%
1521;Tecnico De Radiodiagnostico Y Radioterapia;2.44%
1521;Tecnico En Calidad Y Seguridad Agroalimentaria;2.44%
1521;Tecnico En Enfermeria Mencion En Pediatria;2.44%
1521;Tecnico En Gestion Logistica;2.44%
1521;Tecnico En Mantenimiento Electromecanico;2.44%
1521;Tecnico Universitario En Gestion De Calidad En Alimentos;2.44%
1521;Tecnico Universitario En Mecanica Automotriz;2.44%
1521;Tecnologia En Deporte Y Recreacion;2.44%
1522;Asistente De Parvulos;33.33%
1522;Derecho;33.33%
1522;Tecnico Asistente En Educacion Especial;33.33%
1522;Administracion En Hoteleria Y Servicios;10.00%
1522;Arquitectura;10.00%
1525;Fonoaudiologia;10.00%
1525;Informatica Biomedica;10.00%
1525;Ingenieria Civil En Informatica;10.00%
1525;Nutricion Y Dietetica;10.00%
1549;Arquitectura;22.22%
1549;Derecho;22.22%
1549;Tecnico En Mecanica Automotriz Y Autotronica;20.00%
1549;Bioquimica;11.11%
1549;Ingenieria Civil Informatica;11.11%
1549;Pedagogia En Historia Y Geografia;11.11%
1549;Sociologia;11.11%
1549;Tecnico Universitario En Electronica;11.11%
1549;Ingenieria Civil Industrial;10.53%
1549;Tecnico Asistente En Educacion Especial;10.00%
1549;Tecnico De Enfermeria;10.00%
1549;Administracion Publica;5.26%
1549;Derecho;5.26%
1549;Diseño;5.26%
1549;Enfermeria;5.26%
1549;Informatica Biomedica;5.26%
1549;Ingenieria Civil;5.26%
1549;Ingenieria Civil Ambiental;5.26%
1549;Ingenieria Civil Biomedica;5.26%
1549;Ingenieria Civil Electronica;5.26%
1549;Ingenieria Civil En Minas;5.26%
1549;Ingenieria De Ejecucion En Informatica;5.26%
1549;Kinesiologia;5.26%
1549;Pedagogia En Fisica Y/O Licenciatura En Fisica;5.26%
1549;Pedagogia En Matematica;5.26%
1549;Relaciones Publicas Mencion Marketing;5.26%
1549;Teatro;5.26%
1549;Tecnologia Medica;5.26%
1579;Contador Auditor;9.09%
1579;Diseño Grafico Profesional;9.09%
1579;Enfermeria;9.09%
1579;Ingenieria Civil En Informatica;9.09%
1579;Ingenieria Civil Mecanica;9.09%
1580;Tecnologia Medica;18.18%
1580;Trabajo Social;18.18%
1580;Licenciatura En Filosofia;9.09%
1580;Psicologia;9.09%
1580;Derecho;6.67%
1580;Educacion Parvularia;6.67%
1580;Geografia;6.67%
1580;Ingenieria Civil Biomedica;6.67%
1580;Ingenieria Civil Electronica;6.67%
1581;Ingenieria Civil Industrial;13.33%
1581;Preparador Fisico;13.33%
1581;Ingenieria Comercial;6.67%
1581;Ingenieria En Informatica;6.67%
1581;Medicina Veterinaria;6.67%
1581;Tecnico En Enfermeria Mencion En Urgencia;6.67%
1581;Tecnologia Medica;6.67%
1581;Terapia Ocupacional;6.67%
1582;Psicologia;11.54%
1582;Derecho;7.69%
1582;Ingenieria En Construccion;7.69%
1582;Administracion Publica;3.85%
1582;Auditoria;3.85%
1582;Comunicacion Audiovisual;3.85%
1582;Enfermeria;3.85%
1582;Enfermeria, Licenciatura En Enfermeria;3.85%
1582;Ingenieria Civil Informatica;3.85%
1582;Ingenieria Civil Quimica;3.85%
1582;Ingenieria Comercial;3.85%
1582;Ingenieria En Fabricacion Y Diseño Industrial;3.85%
1582;Nutricion Y Dietetica;3.85%
1582;Pedagogia En Educacion Fisica Damas;3.85%
1582;Pedagogia En Fisica Y/O Licenciatura En Fisica;3.85%
1582;Pedagogia En Historia Y Geografia;3.85%
1582;Periodismo;3.85%
1582;Tecnico De Enfermeria;3.85%
1582;Tecnico Universitario En Informatica;3.85%
1585;Enfermeria;12.50%
1585;Tecnologia Medica;7.69%
1585;Administracion Hotelera Y Gastronomica;4.17%
1585;Biologia Marina;4.17%
1585;Comunicacion Audiovisual;4.17%
1585;Diseño Grafico Profesional;4.17%
1585;Ecoturismo;4.17%
1585;Ingenieria Civil Matematica;4.17%
1585;Traduccion E Interpretacion Ingles-Español;3.85%
1586;Arquitectura;33.33%
1586;Licenciatura En Fisica Con Mencion Astronomia O Mencion Ciencias Atmosfericas O Mencion Computacion Cientifica;33.33%
1586;Tecnologia Medica;12.50%
1586;Psicologia;8.33%
1586;Trabajo Social;8.33%
1586;Ingenieria Civil Plan Comun;4.17%
1586;Ingenieria Comercial;4.17%
1586;Obstetricia Y Puericultura;4.17%
1586;Pedagogia En Filosofia Y/O Licenciatura En Filosofia;4.17%
1586;Pedagogia En Ingles;4.17%
1586;Preparador Fisico;4.17%
1586;Tecnico De Enfermeria;4.17%
1586;Tecnico En Trabajo Social;4.17%
1587;Tecnico En Veterinaria Y Produccion Pecuaria;33.33%
1587;Derecho;4.92%
1587;Ingenieria Civil Industrial;4.92%
1587;Electricidad Industrial Mencion Instalaciones Electricas;3.28%
1587;Ingenieria De Ejecucion En Informatica;3.28%
1587;Administracion De Empresas Mencion Marketing;1.64%
1587;Analista Programador;1.64%
1587;Analista Programador Computacional;1.64%
1587;Arquitectura;1.64%
1587;Auditoria;1.64%
1587;Comunicacion Audiovisual;1.64%
1587;Diseño;1.64%
1587;Enfermeria;1.64%
1587;Gastronomia Internacional;1.64%
1587;Informatica Biomedica;1.64%
1587;Ingenieria Civil;1.64%
1587;Ingenieria Civil Electronica;1.64%
1587;Ingenieria Civil En Informatica;1.64%
1587;Ingenieria Civil Quimica;1.64%
1587;Ingenieria Comercial;1.64%
1587;Ingenieria En Electricidad Y Automatizacion Industrial;1.64%
1588;Tecnico En Electricidad Y Automatizacion Industrial;8.20%
1588;Tecnico En Mecanica Automotriz Y Autotronica;6.56%
1588;Mantenimiento Industrial;4.92%
1588;Ingenieria Mecanica;3.28%
1588;Ingenieria Mecanica En Mantenimiento Industrial;3.28%
1588;Kinesiologia;3.28%
1588;Tecnico En Mantenimiento Electromecanico;3.28%
1588;Tecnico Universitario En Mecanica Automotriz;3.28%
1588;Ingenieria Financiera;1.64%
1588;Licenciatura En Arte;1.64%
1588;Licenciatura En Ciencias Mencion Fisica;1.64%
1588;Licenciatura En Fisica Con Mencion Astronomia O Mencion Ciencias Atmosfericas O Mencion Computacion Cientifica;1.64%
1588;Mecanica Automotriz En Sistemas Electronicos;1.64%
1588;Pedagogia En Historia Y Ciencias Sociales;1.64%
1588;Psicologia;1.64%
1588;Tecnico En Enfermeria Mencion En Urgencia;1.64%
1588;Tecnico En Prevencion De Riesgos;1.64%
1588;Tecnico Universitario En Mantenimiento Industrial;1.64%
1588;Tecnico Universitario En Prevencion De Riesgos;1.64%
1588;Terapia Ocupacional;1.64%
1590;Cosmetologia;25.00%
1590;Gastronomia Internacional;12.50%
1590;Trabajo Social;1.64%
1594;Ingenieria En Construccion;18.18%
1594;Administracion De Empresas;16.67%
1594;Administracion De Empresas Mencion Marketing;16.67%
1594;Pedagogia En Ingles;16.67%
1594;Tecnico De Enfermeria;16.67%
1594;Tecnico En Mecanica Automotriz Y Autotronica;16.67%
1594;Tecnico En Odontologia;16.67%
1594;Pedagogia En Castellano;12.50%
1594;Tecnico Asistente En Educacion Especial;12.50%
1594;Tecnico De Enfermeria;12.50%
1594;Tecnico En Sonido;12.50%
1594;Trabajo Social;12.50%
1594;Asistente De Parvulos;12.50%
1594;Comercio Exterior;12.50%
1594;Ingenieria Civil En Informatica;12.50%
1594;Ingenieria En Construccion;12.50%
1594;Ingenieria En Electricidad Mencion Proyectos De Instalaciones Electricas;12.50%
1594;Kinesiologia;12.50%
1594;Pedagogia En Educacion Diferencial;12.50%
1594;Psicologia;12.50%
1594;Administracion Turistica Multilingãƒâœe;10.00%
1594;Diseño;10.00%
1594;Gastronomia;10.00%
1594;Ingenieria Civil Informatica;10.00%
1594;Ingenieria En Construccion;10.00%
1594;Medicina Veterinaria;10.00%
1594;Psicologia;10.00%
1594;Tecnico En Trabajo Social;10.00%
1594;Tecnico Juridico;10.00%
1594;Tecnico Universitario En Construccion;10.00%
1594;Arqueologia;9.09%
1594;Asistente De Parvulos;9.09%
1594;Contabilidad General Mencion Legislacion Tributaria;9.09%
1594;Enfermeria;9.09%
1594;Ingenieria De Ejecucion En Informatica;9.09%
1604;Preparador Fisico;100.00%
1604;Ingenieria En Electricidad Y Automatizacion Industrial;9.09%
1604;Nutricion Y Dietetica;9.09%
1604;Peluqueria;9.09%
1604;Tecnico En Mantenimiento Electromecanico;9.09%
1607;Derecho;15.63%
1607;Agronomia;6.25%
1607;Ingenieria Civil, Plan Comun;6.25%
1607;Arquitectura;3.13%
1607;Educacion General Basica;3.13%
1607;Enfermeria;3.13%
1607;Ingenieria Civil Electronica;3.13%
1607;Ingenieria Civil Industrial;3.13%
1607;Ingenieria Civil Quimica;3.13%
1607;Ingenieria Comercial;3.13%
1607;Ingenieria En Administracion De Empresas Mencion Marketing Y Ventas;3.13%
1607;Ingenieria En Diseño De Productos;3.13%
1610;Kinesiologia;6.25%
1610;Medicina;6.25%
1610;Pedagogia En Historia Y Ciencias Sociales;6.25%
1610;Ingenieria En Informacion Y Control De Gestion;3.13%
1610;Ingenieria En Sonido;3.13%
1610;Nutricion Y Dietetica;3.13%
1610;Obstetricia;3.13%
1610;Odontologia;3.13%
1619;Bioquimica;16.67%
1619;Diseño De Vestuario;16.67%
1619;Enfermeria;16.67%
1619;Ingenieria En Negocios Internacionales;16.67%
1619;Pedagogia En Educacion Fisica Damas;16.67%
1619;Psicologia;3.13%
1619;Tecnologia Medica;3.13%
1619;Teoria De La Musica;3.13%
1629;Tecnologia Medica;16.67%
1629;Ingenieria Civil Plan Comun;13.33%
1629;Administracion Publica;6.67%
1629;Arquitectura;6.67%
1629;Ingenieria Civil;6.67%
1629;Ingenieria Civil Electrica;6.67%
1629;Ingenieria Civil Industrial;6.67%
1629;Ingenieria Civil Informatica;6.67%
1629;Ingenieria Civil, Plan Comun;6.67%
1629;Ingenieria Comercial;6.67%
1631;Ingenieria De Transporte;6.67%
1631;Kinesiologia;6.67%
1631;Pedagogia En Educacion Fisica;6.67%
1632;Ingenieria Civil Industrial;20.00%
1632;Ingenieria Civil Industrial;18.18%
1632;Contador Auditor;14.29%
1632;Enfermeria, Licenciatura En Enfermeria;14.29%
1632;Ingenieria Civil En Informatica;14.29%
1632;Ingenieria Civil Industrial;14.29%
1632;Pedagogia Educacion Basica;14.29%
1632;Pedagogia En Educacion Diferencial;14.29%
1632;Terapia Ocupacional;14.29%
1632;Agronomia;10.00%
1632;Derecho;10.00%
1632;Geologia;10.00%
1632;Ingenieria Civil Biomedica;10.00%
1632;Ingenieria Comercial;10.00%
1632;Musica;10.00%
1632;Pedagogia En Historia, Geografia Y Ciencias Sociales Y/O Licenciatura En Historia;10.00%
1632;Psicologia;10.00%
1632;Arquitectura;9.09%
1632;Tecnico Juridico;6.67%
1632;Trabajo Social;6.67%
1634;Ingenieria Civil Quimica;18.18%
1634;Medicina;9.09%
1634;Obstetricia;9.09%
1634;Pedagogia En Historia, Geografia Y Ciencias Sociales Y/O Licenciatura En Historia;9.09%
1634;Periodismo;9.09%
1634;Psicologia;9.09%
1634;Tecnico Universitario En Energias Renovables;9.09%
1635;Tecnologia Medica;25.00%
1635;Comercio Exterior;12.50%
1635;Derecho;12.50%
1635;Enfermeria;12.50%
1635;Ingenieria Civil Ambiental;12.50%
1635;Ingenieria Civil Oceanica;12.50%
1635;Trabajo Social;12.50%
1635;Administracion De Recursos Humanos;11.11%
1635;Contabilidad General Mencion Legislacion Tributaria;11.11%
1635;Auditoria;5.56%
1635;Auditoria Vespertino;5.56%
1635;Comercio Exterior;5.56%
1635;Contabilidad General;5.56%
1638;Contador Auditor;11.11%
1638;Ingenieria En Administracion De Recursos Humanos;11.11%
1638;Tecnico En Administracion De Empresas Mencion Recursos Humanos;11.11%
1638;Derecho;5.56%
1638;Ingenieria Comercial;5.56%
1638;Tecnico En Enfermeria Gineco-Obstetrica Y Neonatal;5.56%
1638;Tecnico En Enfermeria Mencion En Ginecoobstetricia;5.56%
1641;Electronica Industrial;11.11%
1641;Ingenieria Civil Industrial;11.11%
1641;Ingenieria Electrica;11.11%
1641;Ingenieria En Electricidad Y Automatizacion Industrial;11.11%
1641;Pedagogia Educacion Basica;11.11%
1641;Preparador Fisico;11.11%
1641;Tecnico En Construccion;11.11%
1641;Tecnico En Enfermeria Mencion En Ginecoobstetricia;11.11%
1641;Tecnico Universitario En Electricidad;11.11%
1653;Mecanica Automotriz En Sistemas Electronicos;12.50%
1653;Administracion Financiera;6.25%
1653;Analista Programador Computacional;6.25%
1653;Bibliotecologia;6.25%
1653;Bioquimica;6.25%
1653;Comunicacion Audiovisual;6.25%
1653;Desarrollo Y Diseño Web;6.25%
1653;Ingenieria En Prevencion De Riesgos, Calidad Y Ambiente;6.25%
1653;Kinesiologia;6.25%
1653;Medicina Veterinaria;6.25%
1663;Administracion Financiera;12.50%
1663;Cocina Internacional Y Tradicional Chilena;12.50%
1663;Peluqueria;6.25%
1663;Preparador Fisico;6.25%
1663;Psicologia;6.25%
1663;Tecnico En Gestion Logistica;6.25%
1663;Trabajo Social;6.25%
1664;Gastronomia;12.50%
1664;Ingenieria En Construccion;12.50%
1664;Personal Trainer;12.50%
1664;Psicologia;12.50%
1664;Tecnico En Electricidad Y Automatizacion Industrial;12.50%
1664;Tecnologia Medica;12.50%
1664;Administracion De Empresas;4.76%
1664;Administracion De Empresas Mencion Marketing;4.76%
1664;Administracion Hotelera;4.76%
1664;Agronomia;4.76%
1664;Biologia Marina;4.76%
1664;Contador Auditor;4.76%
1664;Dibujo Y Modelamiento Arquitectonico Y Estructural;4.76%
1672;Preparador Fisico;9.52%
1672;Gastronomia Internacional;4.76%
1672;Ingenieria Civil Mecanica;4.76%
1672;Ingenieria Financiera;4.76%
1672;Kinesiologia;4.76%
1672;Licenciatura En Ciencias Mencion En Biologia O En Quimica;4.76%
1672;Licenciatura En Fisica Con Mencion Astronomia O Mencion Ciencias Atmosfericas O Mencion Computacion Cientifica;4.76%
1672;Psicopedagogia;4.76%
1672;Tecnico De Enfermeria;4.76%
1672;Tecnico En Construccion;4.76%
