rbd;carrera;porc
24314;Pedagogia En Historia Y Ciencias Sociales Para Enseñanza Media;2.56%
24314;Preparador Fisico;2.56%
24314;Psicologia;2.56%
24314;Tecnico De Nivel Superior En Redes De Computadores;2.56%
24314;Tecnico En Administracion;2.56%
24314;Tecnico En Educacion Especial;2.56%
24314;Tecnico En Enfermeria;2.56%
24316;Derecho;10.53%
24316;Arqueologia;5.26%
24316;Biologia Marina;5.26%
24316;Enfermeria;5.26%
24316;Ingenieria Comercial;5.26%
24316;Ingenieria En Construccion;5.26%
24316;Ingenieria Mecanica En Mantenimiento Industrial;5.26%
24316;Ingenieria Plan Comun;5.26%
24317;Ingenieria Plan Comun;11.54%
24317;Nutricion Y Dietetica;10.53%
24317;Psicopedagogia;10.53%
24317;Arquitectura;7.69%
24317;Enfermeria;7.69%
24317;Ingenieria Comercial;7.69%
24317;Kinesiologia;5.26%
24317;Prevencion De Riesgos;5.26%
24317;Produccion Musical Y Gestion Artistica;5.26%
24317;Psicologia;5.26%
24317;Tecnico En Enfermeria;5.26%
24317;Tecnologia Medica;5.26%
24317;Administracion De Ecoturismo;3.85%
24317;Diseño Y Produccion Grafica;3.85%
24317;Fonoaudiologia;3.85%
24317;Geologia;3.85%
24317;Ingenieria Civil Plan Comun;3.85%
24317;Ingenieria Civil-Plan Comun;3.85%
24317;Licenciatura En Arte;3.85%
24317;Mecanica Automotriz En Sistemas Electronicos;3.85%
24317;Nutricion Y Dietetica;3.85%
24317;Odontologia;3.85%
24317;Pedagogia En Educacion Fisica Para Enseñanza Basica Y Media;3.85%
24317;Pedagogia En Matematica Para Enseñanza Media;3.85%
24317;Psicologia;3.85%
24319;Analista Programador;7.69%
24319;Tecnico De Nivel Superior En Educacion Especial;3.85%
24319;Terapia Ocupacional;3.85%
24319;Topografia;3.85%
24319;Trabajo Social;3.85%
24319;Agronomia;3.85%
24319;Arquitectura;3.85%
24319;Astronomia;3.85%
24327;Derecho;7.69%
24327;Fonoaudiologia;7.69%
24327;Ingenieria Civil Plan Comun;7.69%
24327;Ingenieria Plan Comun;7.69%
24327;Psicologia;7.69%
24327;Diseño Y Produccion Grafica;3.85%
24327;Gastronomia Internacional;3.85%
24327;Ingenieria Civil Industrial;3.85%
24327;Ingenieria Comercial;3.85%
24327;Ingenieria En Construccion;3.85%
24327;Interprete En Danza;3.85%
24327;Kinesiologia;3.85%
24327;Medicina;3.85%
24327;Nutricion Y Dietetica;3.85%
24327;Tecnico Universitario En Enfermeria;3.85%
24327;Tecnologia Medica;3.85%
24329;Mecanica Automotriz En Sistemas Electronicos;50.00%
24329;Tecnico En Enfermeria;50.00%
24329;Ingenieria Plan Comun;25.00%
24329;Enfermeria;25.00%
24329;Pedagogia En Historia Y Geografia En Enseñanza Media;25.00%
24329;Tecnico En Electricidad Y Automatizacion Industrial;25.00%
24329;Tecnico En Fisioterapia;25.00%
24329;Tecnico En Hoteleria Internacional Y Resorts;25.00%
24329;Tecnico En Trabajo Social;25.00%
24329;Administracion De Recursos Humanos;25.00%
24329;Ingenieria En Administracion;25.00%
24329;Derecho;12.50%
24329;Enfermeria;12.50%
24329;Pedagogia En Artes Musicales Para Enseñanza Basica Y Media;12.50%
24329;Psicologia;12.50%
24329;Tecnico En Educacion Especial;12.50%
24329;Tecnico Universitario En Enfermeria;12.50%
24338;Ingenieria Comercial;24.00%
24338;College Ciencias Naturales Y Matematicas (Licenciatura);8.00%
24338;Derecho;8.00%
24338;Ingenieria Civil;8.00%
24338;Bachillerato En Ciencias Y Humanidades;4.17%
24338;Arquitectura;4.00%
24338;Bachillerato En Enfermeria;4.00%
24338;Bachillerato En Ingenieria Comercial;4.00%
24338;Direccion Y Gestion De Artes Culinarias;4.00%
24338;Diseño;4.00%
24338;Enfermeria;4.00%
24338;Ingenieria Civil Industrial;4.00%
24338;Ingenieria Civil, Plan Comun;4.00%
24338;Ingenieria Y Ciencias - Plan Comun;4.00%
24338;Licenciatura En Letras Mencion Lingãƒâœistica Y Literatura Inglesa;4.00%
24338;Medicina;4.00%
24338;Nutricion Y Dietetica;4.00%
24338;Tecnico De Enfermeria;4.00%
24403;Ingenieria Civil En Mecanica;8.33%
24403;Ingenieria Civil Industrial;8.33%
24403;Construccion Civil;4.17%
24403;Danza Y Coreografia;4.17%
24403;Derecho;4.17%
24403;Diseño De Ambientes;4.17%
24403;Ingenieria Civil;4.17%
24403;Ingenieria Civil Electrica;4.17%
24403;Ingenieria Civil En Computacion E Informatica;4.17%
24405;Ingenieria Civil Informatica;4.17%
24405;Ingenieria De Ejecucion En Minas;4.17%
24405;Ingenieria En Construccion;4.17%
24405;Interprete En Jazz Y Musica Popular;4.17%
24405;Licenciatura En Educacion Y Pedagogia En Educacion Parvularia Con Mencion En Ingles, O Educacion Comunitaria, O En Integracion Curricular, O En Educacion Artistica;4.17%
24405;Nutricion Y Dietetica;4.17%
24407;Obstetricia;4.17%
24407;Obstetricia Y Puericultura;4.17%
24407;Psicologia;4.17%
24407;Publicidad;4.17%
24407;Quimica Y Farmacia;4.17%
24409;Administracion De Redes Computacionales;4.76%
24409;Ciencia Politica;4.76%
24409;Topografia;4.17%
24410;Ingenieria Comercial;19.05%
24410;Ingenieria Civil Industrial;9.52%
24410;Enfermeria;6.67%
24410;Gastronomia Internacional;6.67%
24410;Ingenieria De Ejecucion En Computacion E Informatica;4.76%
24410;Ingenieria En Diseño De Productos;4.76%
24410;Ingenieria Y Ciencias - Plan Comun;4.76%
24410;Interprete En Danza;4.76%
24410;Licenciatura En Lengua Y Literatura;4.76%
24410;Pedagogia En Educacion Diferencial;4.76%
24410;Pedagogia En Educacion Diferencial Con Mencion En Discapacidades Intelectual Y Multiples;4.76%
24410;Pedagogia En Educacion General Basica;4.76%
24410;Preparador Fisico;4.76%
24410;Psicologia;4.76%
24410;Tecnico En Enfermeria E Instrumentacion Quirurgica;4.76%
24410;Tecnico En Enfermeria Mencion En Pediatria;4.76%
24410;Turismo Tecnico Mencion En Servicios Aerocomerciales;4.76%
24423;Ingenieria En Informatica;20.00%
24423;Derecho;14.29%
24423;Kinesiologia;13.33%
24423;Arquitectura;7.14%
24423;Ingenieria Civil;7.14%
24423;Ingenieria Civil Informatica;7.14%
24423;Ingenieria De Ejecucion En Informatica;7.14%
24423;Ingenieria En Administracion Hotelera Internacional;7.14%
24423;Ingenieria En Expediciones Y Ecoturismo;7.14%
24423;Kinesiologia;7.14%
24423;Licenciatura En Educacion Y Pedagogia En Educacion Fisica, Deportes Y Recreacion (Damas);7.14%
24423;Obstetricia Y Puericultura;7.14%
24423;Odontologia;7.14%
24423;Psicologia;7.14%
24423;Ingenieria Civil En Informatica;6.67%
24423;Ingenieria Civil Industrial;6.67%
24423;Medicina Veterinaria;6.67%
24423;Preparador Fisico;6.67%
24423;Tecnico En Electricidad Y Automatizacion Industrial;6.67%
24423;Tecnico En Enfermeria;6.67%
24423;Tecnico En Masoterapia;6.67%
24423;Turismo Tecnico Mencion Empresas Turisticas;6.67%
24426;Ingenieria En Informatica;40.00%
24426;Agronomia;33.33%
24426;Ingenieria Ambiental;33.33%
24426;Tecnico Agricola;33.33%
24426;Periodismo;20.00%
24426;Tecnico En Comunicacion Audiovisual Digital;20.00%
24426;Tecnico En Geologia Y Control En Sondaje;20.00%
24426;Terapia Ocupacional;7.14%
24426;Auditoria;6.67%
24426;Derecho;6.67%
24426;Fonoaudiologia;6.67%
24426;Ingenieria En Quimica;6.67%
24426;Medicina;6.67%
24427;Ingenieria En Prevencion De Riesgos;33.33%
24427;Tecnico De Enfermeria;33.33%
24427;Tecnico En Mecanica Automotriz Y Autotronica;33.33%
24427;Preparador Fisico;13.33%
24427;Psicologia;6.67%
24427;Publicidad;6.67%
24427;Quimica Y Farmacia;6.67%
24427;Tecnico Educador Social Infanto Juvenil;6.67%
24427;Tecnico En Enfermeria;6.67%
24427;Tecnico En Enfermeria Mencion Terapias Complementarias;6.67%
24427;Telecomunicaciones, Conectividad Y Redes;6.67%
24427;Terapia Ocupacional;6.67%
24438;Animacion Digital;16.67%
24438;Licenciatura En Musica Y Direccion De Agrupaciones Musicales Instrumentales;16.67%
24438;Pedagogia En Educacion Artistica;16.67%
24438;Agronomia;12.50%
24438;Diseño De Ambientes;12.50%
24438;Ingenieria Agricola;12.50%
24438;Kinesiologia;12.50%
24438;Tecnico Agricola;12.50%
24438;Tecnico En Maquinaria Y Vehiculos Pesados;12.50%
24438;Tecnico En Mecanica Automotriz Y Autotronica;12.50%
24438;Tecnico En Veterinaria Y Produccion Pecuaria;12.50%
24440;Produccion Musical;16.67%
24440;Teatro;16.67%
24440;Tecnologia Agricola;16.67%
24440;Administracion De Empresas;4.76%
24443;Gastronomia Internacional;23.81%
24443;Administracion En Hoteleria Y Servicios;4.76%
24443;Administracion Gastronomica Internacional;4.76%
24443;Derecho;4.76%
24443;Gastronomia Internacional Y Tradicional Chilena;4.76%
24444;Tecnico En Hoteleria Internacional Y Resorts;19.05%
24444;Tecnico En Odontologia;9.52%
24444;Hoteleria Y Servicios;4.76%
24444;Profesional Internacional Gastronomico;4.76%
24444;Tecnico En Enfermeria Con Mencion En Anestesiologia;4.76%
24444;Tecnico En Gastronomia;4.76%
24444;Turismo;4.76%
24444;Analista Programador Computacional;2.86%
24444;Administracion De Redes Computacionales;1.43%
24444;Artes Visuales;1.43%
24444;Auditoria;1.43%
24444;Enfermeria;1.43%
24444;Informatica Biomedica;1.43%
24444;Ingenieria Civil En Informatica;1.43%
24446;Ingenieria En Informatica;24.29%
24446;Ingenieria En Conectividad Y Redes;22.86%
24446;Ingenieria En Electricidad Y Automatizacion Industrial;7.14%
24446;Ingenieria Civil Industrial;1.43%
24446;Ingenieria Civil Informatica;1.43%
24448;Ingenieria En Mecanica Automotriz Y Autotronica;8.57%
24448;Ingenieria En Infraestructura Y Plataformas Tecnologicas;1.43%
24448;Ingenieria En Maquinaria Y Vehiculos Pesados;1.43%
24448;Ingenieria En Marketing;1.43%
24448;Ingenieria En Turismo Y Hoteleria;1.43%
24448;Nutricion Y Dietetica;1.43%
24448;Psicologia;1.43%
24448;Publicidad;1.43%
24448;Publicista Y Comunicacion Integral;1.43%
24448;Tecnico En Artes Y Gestion Cultural;1.43%
24473;Auditoria;9.09%
24473;Tecnico En Electricidad Y Automatizacion Industrial;2.86%
24473;Tecnico En Mecanica Automotriz Y Autotronica;2.86%
24473;Tecnico En Maquinaria Y Vehiculos Pesados;1.43%
24473;Tecnico En Prevencion De Riesgos;1.43%
24473;Traduccion E Interprete En Ingles;1.43%
24482;Administracion De Empresas;20.00%
24482;Animacion Digital Y Multimedia;20.00%
24482;Antropologia-Arqueologia;20.00%
24482;Biologia;9.09%
24482;Ciencia Politica;9.09%
24482;Derecho;9.09%
24482;Fotografia Profesional;9.09%
24482;Ingenieria Civil En Mecanica;9.09%
24482;Ingenieria En Biotecnologia;9.09%
24482;Ingenieria En Informacion Y Control De Gestion;9.09%
24482;Kinesiologia;9.09%
24482;Licenciatura En Lingãƒâœistica Y Literatura;9.09%
24482;Medicina;9.09%
24486;Analista Programador Computacional;25.00%
24486;Ingenieria Comercial;25.00%
24486;Trabajo Social;25.00%
24486;Traductor E Interprete De Enlace Mencion Ingles-Aleman;25.00%
24486;Ingenieria Civil Industrial;20.00%
24486;Pedagogia En Educacion Parvularia;20.00%
24486;Analista Programador;14.29%
24486;Bachillerato En Ciencias Y Humanidades;14.29%
24486;Ingenieria Civil En Informatica;14.29%
24486;Ingenieria En Administracion;14.29%
24486;Ingenieria En Administracion De Recursos Humanos Pev;14.29%
24486;Tecnico En Prevencion De Riesgos;14.29%
24486;Tecnologia En Administracion De Personal;14.29%
24486;Animacion Digital Y Multimedia;7.14%
24486;Arquitectura;7.14%
24486;Derecho;7.14%
24486;Ingenieria Civil En Computacion E Informatica;7.14%
24486;Ingenieria Comercial;7.14%
24486;Ingenieria En Administracion;7.14%
24486;Pedagogia En Filosofia;7.14%
24486;Produccion Musical Y Gestion Artistica;7.14%
24486;Psicologia;7.14%
24486;Tecnico De Nivel Superior En Actividad Fisica Y Deporte;7.14%
24491;Administracion De Empresas;9.09%
24491;Administracion Gastronomica Internacional;9.09%
24491;Analista Programador;9.09%
24491;Contabilidad General Mencion Legislacion Tributaria;9.09%
24491;Gastronomia Internacional;9.09%
24491;Tecnico En Educacion Especial;7.14%
24491;Tecnologia Medica;7.14%
24491;Terapia Ocupacional;7.14%
24491;Trabajo Social;7.14%
24494;Ingenieria Comercial;18.18%
24494;Ingenieria Agronomica;9.09%
24494;Ingenieria En Construccion;9.09%
24494;Ingenieria En Turismo Y Hoteleria;9.09%
24494;Obstetricia Y Puericultura;9.09%
24496;Administracion De Empresas;5.26%
24496;Asistente Ejecutivo Bilingãƒâœe;5.26%
24496;Biologia;5.26%
24496;Cocina Internacional Y Tradicional Chilena;5.26%
24496;Construccion Civil;5.26%
24496;Derecho;5.26%
24498;Ingenieria Civil;10.53%
24498;Educacion Parvularia;5.26%
24498;Ingenieria En Construccion;5.26%
24498;Ingenieria En Maquinaria, Vehiculos Automotrices Y Sistemas Electronicos;5.26%
24498;Mecanica Automotriz En Sistemas Electronicos;5.26%
24498;Pedagogia En Educacion Media En Fisica;5.26%
24498;Pedagogia En Educacion Media En Quimica;5.26%
24498;Psicologia;5.26%
24498;Quimica Y Farmacia;5.26%
24506;Diseño;12.28%
24506;Bachillerato En Ingenieria Comercial;7.02%
24506;Tecnico En Enfermeria Mencion En Ginecoobstetricia;5.26%
24506;Tecnico En Estetica Integral;5.26%
24506;Terapia Ocupacional;5.26%
24506;Derecho;5.26%
24506;College Ciencias Sociales (Licenciatura);3.51%
24506;Arquitectura;1.75%
24506;Bachillerato De Comercial;1.75%
24506;Bachillerato En Ciencias Sociales Y Humanidades;1.75%
24506;Bachillerato En Derecho;1.75%
24506;Bachillerato En Medicina;1.75%
24506;Bachillerato En Odontologia;1.75%
24506;Ecoturismo;1.75%
24599;Educacion De Parvulos;1.75%
24599;Enfermeria;1.75%
24623;Ingenieria Comercial;29.82%
24623;Ingenieria Civil;10.53%
24623;Bachillerato En Ciencias;7.69%
24623;Medicina;3.51%
24623;Pedagogia En Educacion Parvularia;3.51%
24623;Ingenieria Civil (Plan Comun);1.75%
24623;Ingenieria Civil, Plan Comun;1.75%
24623;Licenciatura En Arte;1.75%
24623;Odontologia;1.75%
24623;Pedagogia En Educacion General Basica;1.75%
24624;Derecho;15.38%
24624;Psicologia;15.38%
24624;Enfermeria;7.69%
24624;Ingenieria Civil Industrial;7.69%
24624;Ingenieria En Comercio Exterior;7.69%
24624;Ingenieria Industrial;7.69%
24624;Medicina Veterinaria;7.69%
24624;Odontologia;7.69%
24624;Quimica Y Farmacia;7.69%
24624;Terapia Ocupacional;7.69%
24624;Administracion De Recursos Humanos;3.57%
24624;Administracion De Empresas;1.79%
24624;Administracion En Recursos Humanos;1.79%
24624;Administracion Financiera;1.79%
24624;Administracion Publica;1.79%
24624;Asistente De Parvulos;1.79%
24624;Auditoria;1.79%
24624;Bachillerato En Ciencias Y Humanidades;1.79%
24625;Ingenieria Comercial;10.71%
24625;Derecho;5.36%
24625;Enfermeria;5.36%
24625;Contador Publico Y Auditor;3.57%
24625;Ciencia Politica;1.79%
24625;Comunicacion Y Relaciones Publicas;1.79%
24625;Contabilidad General Mencion Legislacion Tributaria;1.79%
24625;Contador Auditor;1.79%
24625;Cosmetologia;1.79%
24625;Fonoaudiologia;1.79%
24625;Ingenieria Civil En Prevencion De Riesgos Y Medio Ambiente;1.79%
24625;Ingenieria Civil Industrial;1.79%
24625;Ingenieria Civil Informatica Y Telecomunicaciones;1.79%
24625;Ingenieria En Administracion De Empresas Financieras;1.79%
24625;Ingenieria En Informatica;1.79%
24625;Ingenieria En Marketing;1.79%
24625;Ingenieria En Mecanica Automotriz Y Autotronica;1.79%
24625;Ingenieria Financiera;1.79%
24625;Licenciatura En Historia;1.79%
24625;Logistica Y Operaciones Industriales;1.79%
24625;Nutricion Y Dietetica;1.79%
24625;Obstetricia Y Puericultura;1.79%
24625;Pedagogia En Educacion Diferencial;1.79%
24625;Profesional Internacional Gastronomico;1.79%
24626;Ingenieria En Diseño De Productos;25.00%
24626;Tecnico En Gestion Logistica;5.36%
24626;Tecnico En Trabajo Social;3.57%
24626;Publicista Y Comunicacion Integral;1.79%
24626;Sociologia;1.79%
24626;Tecnico De Enfermeria;1.79%
24626;Tecnico En Administracion De Empresas Mencion Recursos Humanos;1.79%
24626;Tecnico En Enfermeria;1.79%
24626;Tecnico Veterinario;1.79%
24626;Tecnologia Medica;1.79%
24626;Trabajo Social;1.79%
24627;Ingenieria Y Ciencias - Plan Comun;25.00%
24627;Nutricion Y Dietetica;25.00%
24627;Traduccion E Interpretariado Bilingãƒâœe Ingles-Español;25.00%
24627;Enfermeria;15.38%
24627;Ingenieria En Construccion;15.38%
24627;Artes Visuales;7.69%
24627;College Ciencias Naturales Y Matematicas (Licenciatura);7.69%
24627;Ingenieria Civil;7.69%
24627;Ingenieria Civil En Mecanica;7.69%
24627;Ingenieria Y Ciencias - Plan Comun;7.69%
24627;Licenciatura En Estudios Internacionales / Analista En Politicas Y Asuntos Internacionales;7.69%
24627;Odontologia;7.69%
24627;Trabajo Social;7.69%
24627;Traduccion Ingles-Español Mencion Negocios Internacionales;7.69%
24627;Administracion De Empresas;3.85%
24627;Administracion Publica;3.85%
24627;Asistente De Parvulos;3.85%
24627;Asistente En Educacion De Parvulos;3.85%
24627;Auditoria;3.85%
24627;Comunicacion Audiovisual;3.85%
24627;Derecho;3.85%
24627;Diseño Grafico Multimedia;3.85%
24627;Fonoaudiologia;3.85%
24627;Ingenieria Civil Industrial;3.85%
24627;Ingenieria Civil Mecanica;3.85%
24627;Ingenieria Comercial;3.85%
24627;Ingenieria De Ejecucion En Computacion E Informatica;3.85%
24627;Ingenieria En Construccion;3.85%
24627;Ingenieria En Electricidad Y Automatizacion Industrial;3.85%
24627;Ingenieria En Maquinaria Y Vehiculos Pesados;3.85%
24627;Kinesiologia;3.85%
24627;Mantenimiento Industrial;3.85%
24627;Psicologia;3.85%
24627;Psicopedagogia;3.85%
24627;Tecnico Deportivo;3.85%
24627;Tecnico En Administracion De Empresas;3.85%
24627;Tecnico En Administracion De Recursos Humanos;3.85%
24627;Tecnico En Instalaciones Y Proyectos Electricos;3.85%
24627;Tecnico En Veterinaria Y Produccion Pecuaria;3.85%
24627;Tecnologia Agricola;3.85%
24638;Agronomia;11.11%
24638;Bachillerato De Comercial;11.11%
24638;Diseño Grafico Profesional;11.11%
24638;Ingenieria Agricola;11.11%
24648;Arquitectura;28.57%
24648;Bachillerato En Medicina;25.00%
24648;Derecho;25.00%
24648;Ingenieria En Maquinaria Y Vehiculos Pesados;25.00%
24648;Derecho;22.22%
24648;Bachillerato En Humanidades;14.29%
24648;Bachillerato En Ingenieria Comercial;14.29%
24648;Enfermeria;14.29%
24648;Ingenieria Civil De Minas;14.29%
24648;Psicologia;14.29%
24648;Ingenieria En Prevencion De Riesgos, Calidad Y Ambiente;11.11%
24648;Licenciatura En Musica Y Direccion De Agrupaciones Musicales Instrumentales;11.11%
24648;Pedagogia En Matematicas E Informatica Educativa;11.11%
24648;Tecnologia En Produccion Ganadera;11.11%
24648;Tecnologia Medica;11.11%
24648;Diseño;11.11%
24648;Ingenieria Civil Industrial;11.11%
24648;Ingenieria Civil Plan Comun;11.11%
24648;Ingenieria Comercial;11.11%
24648;Ingenieria De Ejecucion En Geomensura;11.11%
24648;Pedagogia En Educacion Basica;11.11%
24648;Tecnologia Medica;11.11%
24652;Ingenieria Comercial;33.33%
24652;Kinesiologia;25.00%
24652;Administracion De Redes Computacionales;16.67%
24652;Ingenieria Civil En Computacion Mencion Informatica;16.67%
24652;Ingenieria Civil En Mecanica;16.67%
24652;Nutricion Y Dietetica;16.67%
24652;Pedagogia En Castellano;16.67%
