DP;DPNOM;DPMP;MPIO;year;total
73;Tolima;73443;Mariquita;2019;33347 
73;Tolima;73449;Melgar;2019;37224 
73;Tolima;73461;Murillo;2019;4996 
73;Tolima;73483;Natagaima;2019;22320 
73;Tolima;73504;Ortega;2019;32164 
73;Tolima;73520;Palocabildo;2019;9052 
73;Tolima;73547;Piedras;2019;5705 
73;Tolima;73555;Planadas;2019;30117 
73;Tolima;73563;Prado;2019;7429 
73;Tolima;73585;Purificación;2019;29777 
73;Tolima;73616;Rioblanco;2019;24139 
73;Tolima;73622;Roncesvalles;2019;6363 
73;Tolima;73624;Rovira;2019;20255 
73;Tolima;73671;Saldaña;2019;14184 
73;Tolima;73675;San Antonio;2019;14059 
73;Tolima;73678;San Luis;2019;19117 
73;Tolima;73686;Santa Isabel;2019;6301 
73;Tolima;73770;Suárez;2019;4554 
73;Tolima;73854;Valle de San Juan;2019;6427 
73;Tolima;73861;Venadillo;2019;19825 
73;Tolima;73870;Villahermosa;2019;10463 
73;Tolima;73873;Villarrica;2019;5177 
76;Valle del Cauca;76001;Cali;2019;2470852 
76;Valle del Cauca;76020;Alcalá;2019;23195 
76;Valle del Cauca;76036;Andalucía;2019;17713 
76;Valle del Cauca;76041;Ansermanuevo;2019;19160 
76;Valle del Cauca;76054;Argelia;2019;6346 
76;Valle del Cauca;76100;Bolívar;2019;12795 
76;Valle del Cauca;76109;Buenaventura;2019;432501 
76;Valle del Cauca;76111;Guadalajara de Buga;2019;114316 
76;Valle del Cauca;76113;Bugalagrande;2019;20970 
76;Valle del Cauca;76122;Caicedonia;2019;29424 
76;Valle del Cauca;76126;Calima;2019;15873 
76;Valle del Cauca;76130;Candelaria;2019;86584 
76;Valle del Cauca;76147;Cartago;2019;134972 
76;Valle del Cauca;76233;Dagua;2019;36891 
76;Valle del Cauca;76243;El Águila;2019;11261 
76;Valle del Cauca;76246;El Cairo;2019;10258 
76;Valle del Cauca;76248;El Cerrito;2019;58563 
76;Valle del Cauca;76250;El Dovio;2019;8143 
76;Valle del Cauca;76275;Florida;2019;58988 
76;Valle del Cauca;76306;Ginebra;2019;21815 
76;Valle del Cauca;76318;Guacarí;2019;35662 
76;Valle del Cauca;76364;Jamundí;2019;129877 
76;Valle del Cauca;76377;La Cumbre;2019;11731 
76;Valle del Cauca;76400;La Unión;2019;40339 
76;Valle del Cauca;76403;La Victoria;2019;12902 
76;Valle del Cauca;76497;Obando;2019;15318 
76;Valle del Cauca;76520;Palmira;2019;312507 
76;Valle del Cauca;76563;Pradera;2019;57990 
76;Valle del Cauca;76606;Restrepo;2019;16410 
76;Valle del Cauca;76616;Riofrío;2019;13807 
76;Valle del Cauca;76622;Roldanillo;2019;32035 
76;Valle del Cauca;76670;San Pedro;2019;19129 
76;Valle del Cauca;76736;Sevilla;2019;44028 
76;Valle del Cauca;76823;Toro;2019;16669 
76;Valle del Cauca;76828;Trujillo;2019;17859 
76;Valle del Cauca;76834;Tuluá;2019;221701 
76;Valle del Cauca;76845;Ulloa;2019;5301 
76;Valle del Cauca;76863;Versalles;2019;6823 
76;Valle del Cauca;76869;Vijes;2019;11543 
76;Valle del Cauca;76890;Yotoco;2019;16560 
76;Valle del Cauca;76892;Yumbo;2019;128616 
76;Valle del Cauca;76895;Zarzal;2019;47062 
81;Arauca;81001;Arauca;2019;93261 
81;Arauca;81065;Arauquita;2019;42977 
81;Arauca;81220;Cravo Norte;2019;3190 
81;Arauca;81300;Fortul;2019;26798 
81;Arauca;81591;Puerto Rondón;2019;3820 
81;Arauca;81736;Saravena;2019;48647 
81;Arauca;81794;Tame;2019;54628 
85;Casanare;85001;Yopal;2019;152655 
85;Casanare;85010;Aguazul;2019;43183 
85;Casanare;85015;Chameza;2019;2646 
85;Casanare;85125;Hato Corozal;2019;13020 
85;Casanare;85136;La Salina;2019;1480 
85;Casanare;85139;Maní;2019;11121 
85;Casanare;85162;Monterrey;2019;15585 
85;Casanare;85225;Nunchía;2019;8972 
85;Casanare;85230;Orocué;2019;8460 
85;Casanare;85250;Paz de Ariporo;2019;26237 
85;Casanare;85263;Pore;2019;7917 
85;Casanare;85279;Recetor;2019;4683 
85;Casanare;85300;Sabanalarga;2019;2806 
85;Casanare;85315;Sácama;2019;2107 
85;Casanare;85325;San Luis de Palenque;2019;7951 
85;Casanare;85400;Támara;2019;7031 
85;Casanare;85410;Tauramena;2019;24747 
85;Casanare;85430;Trinidad;2019;16213 
85;Casanare;85440;Villanueva;2019;24740 
86;Putumayo;86001;Mocoa;2019;45589 
86;Putumayo;86219;Colón;2019;5701 
86;Putumayo;86320;Orito;2019;57774 
86;Putumayo;86568;Puerto Asís;2019;63067 
86;Putumayo;86569;Puerto Caicedo;2019;14784 
86;Putumayo;86571;Puerto Guzmán;2019;24355 
86;Putumayo;86573;Leguízamo;2019;15371 
86;Putumayo;86749;Sibundoy;2019;14483 
86;Putumayo;86755;San Francisco;2019;7227 
86;Putumayo;86757;San Miguel;2019;28982 
86;Putumayo;86760;Santiago;2019;10890 
86;Putumayo;86865;Valle del Guamuez;2019;54237 
86;Putumayo;86885;Villagarzón;2019;21507 
88;Archipiélago de San Andrés;88001;San Andrés;2019;73850 
88;Archipiélago de San Andrés;88564;Providencia;2019;5210 
91;Amazonas;91001;Leticia;2019;42610 
91;Amazonas;91263;El Encanto (ANM);2019;5018 
91;Amazonas;91405;La Chorrera (ANM);2019;4102 
91;Amazonas;91407;La Pedrera (ANM);2019;5569 
91;Amazonas;91430;La Victoria (ANM);2019;1153 
91;Amazonas;91460;Miriti - Paraná (ANM);2019;1512 
91;Amazonas;91530;Puerto Alegría (ANM);2019;2289 
91;Amazonas;91536;Puerto Arica (ANM);2019;1310 
91;Amazonas;91540;Puerto Nariño;2019;8643 
91;Amazonas;91669;Puerto Santander (ANM);2019;3177 
91;Amazonas;91798;Tarapacá (ANM);2019;4356 
94;Guainía;94001;Inírida;2019;20478 
94;Guainía;94343;Barranco Minas (ANM);2019;5025 
94;Guainía;94663;Mapiripana (ANM);2019;2730 
94;Guainía;94883;San Felipe (ANM);2019;2398 
94;Guainía;94884;Puerto Colombia (ANM);2019;5132 
94;Guainía;94885;La Guadalupe (ANM);2019;429 
94;Guainía;94886;Cacahual (ANM);2019;2935 
94;Guainía;94887;Pana Pana (ANM);2019;3579 
94;Guainía;94888;Morichal (ANM);2019;1428 
95;Guaviare;95001;San José del Guaviare;2019;68878 
95;Guaviare;95015;Calamar;2019;8251 
95;Guaviare;95025;El Retorno;2019;24562 
95;Guaviare;95200;Miraflores;2019;15803 
97;Vaupés;97001;Mitú;2019;32764 
97;Vaupés;97161;Caruru;2019;3344 
97;Vaupés;97511;Pacoa (ANM);2019;6265 
97;Vaupés;97666;Taraira;2019;944 
97;Vaupés;97777;Papunaua (ANM);2019;828 
97;Vaupés;97889;Yavaraté (ANM);2019;1222 
99;Vichada;99001;Puerto Carreño;2019;16763 
99;Vichada;99524;La Primavera;2019;17626 
99;Vichada;99624;Santa Rosalía;2019;4255 
99;Vichada;99773;Cumaribo;2019;40490 
5;Antioquia;5001;Medellín;2020;2569007 
5;Antioquia;5002;Abejorral;2020;18779 
5;Antioquia;5004;Abriaquí;2020;1870 
5;Antioquia;5021;Alejandría;2020;3278 
5;Antioquia;5030;Amagá;2020;30561 
5;Antioquia;5031;Amalfi;2020;22860 
5;Antioquia;5034;Andes;2020;47747 
5;Antioquia;5036;Angelópolis;2020;9631 
5;Antioquia;5038;Angostura;2020;10832 
5;Antioquia;5040;Anorí;2020;18166 
5;Antioquia;5042;Santafé de Antioquia;2020;25395 
5;Antioquia;5044;Anza;2020;7619 
5;Antioquia;5045;Apartadó;2020;206885 
5;Antioquia;5051;Arboletes;2020;45710 
5;Antioquia;5055;Argelia;2020;8036 
5;Antioquia;5059;Armenia;2020;3765 
5;Antioquia;5079;Barbosa;2020;53946 
5;Antioquia;5086;Belmira;2020;7041 
5;Antioquia;5088;Bello;2020;500125 
5;Antioquia;5091;Betania;2020;8758 
5;Antioquia;5093;Betulia;2020;17815 
5;Antioquia;5101;Ciudad Bolívar;2020;26434 
5;Antioquia;5107;Briceño;2020;8652 
5;Antioquia;5113;Buriticá;2020;6403 
5;Antioquia;5120;Cáceres;2020;43239 
5;Antioquia;5125;Caicedo;2020;8519 
5;Antioquia;5129;Caldas;2020;82227 
5;Antioquia;5134;Campamento;2020;8778 
5;Antioquia;5138;Cañasgordas;2020;16700 
5;Antioquia;5142;Caracolí;2020;4460 
5;Antioquia;5145;Caramanta;2020;5257 
5;Antioquia;5147;Carepa;2020;63141 
5;Antioquia;5148;El Carmen de Viboral;2020;49642 
5;Antioquia;5150;Carolina;2020;3428 
5;Antioquia;5154;Caucasia;2020;126161 
5;Antioquia;5172;Chigorodó;2020;86239 
5;Antioquia;5190;Cisneros;2020;8735 
5;Antioquia;5197;Cocorná;2020;14891 
5;Antioquia;5206;Concepción;2020;3030 
5;Antioquia;5209;Concordia;2020;20158 
5;Antioquia;5212;Copacabana;2020;74406 
5;Antioquia;5234;Dabeiba;2020;22835 
5;Antioquia;5237;Don Matías;2020;24695 
5;Antioquia;5240;Ebéjico;2020;12452 
5;Antioquia;5250;El Bagre;2020;51150 
5;Antioquia;5264;Entrerrios;2020;10696 
5;Antioquia;5266;Envigado;2020;249046 
5;Antioquia;5282;Fredonia;2020;20841 
5;Antioquia;5284;Frontino;2020;15099 
5;Antioquia;5306;Giraldo;2020;3937 
5;Antioquia;5308;Girardota;2020;60617 
5;Antioquia;5310;Gómez Plata;2020;13567 
5;Antioquia;5313;Granada;2020;9890 
5;Antioquia;5315;Guadalupe;2020;6330 
5;Antioquia;5318;Guarne;2020;52129 
5;Antioquia;5321;Guatapé;2020;4993 
5;Antioquia;5347;Heliconia;2020;5536 
5;Antioquia;5353;Hispania;2020;4895 
5;Antioquia;5360;Itagui;2020;282792 
5;Antioquia;5361;Ituango;2020;19222 
5;Antioquia;5364;Jardín;2020;13345 
5;Antioquia;5368;Jericó;2020;11679 
5;Antioquia;5376;La Ceja;2020;55843 
5;Antioquia;5380;La Estrella;2020;67259 
5;Antioquia;5390;La Pintada;2020;6289 
5;Antioquia;5400;La Unión;2020;19588 
5;Antioquia;5411;Liborina;2020;9601 
5;Antioquia;5425;Maceo;2020;6457 
5;Antioquia;5440;Marinilla;2020;57403 
5;Antioquia;5467;Montebello;2020;5589 
5;Antioquia;5475;Murindó;2020;5097 
5;Antioquia;5480;Mutatá;2020;22992 
5;Antioquia;5483;Nariño;2020;18313 
5;Antioquia;5490;Necoclí;2020;70824 
5;Antioquia;5495;Nechí;2020;29957 
5;Antioquia;5501;Olaya;2020;3411 
5;Antioquia;5541;Peñol;2020;15629 
5;Antioquia;5543;Peque;2020;11591 
5;Antioquia;5576;Pueblorrico;2020;6438 
5;Antioquia;5579;Puerto Berrío;2020;51079 
5;Antioquia;5585;Puerto Nare;2020;19545 
5;Antioquia;5591;Puerto Triunfo;2020;22161 
5;Antioquia;5604;Remedios;2020;32793 
5;Antioquia;5607;Retiro;2020;20080 
5;Antioquia;5615;Rionegro;2020;130108 
5;Antioquia;5628;Sabanalarga;2020;8191 
5;Antioquia;5631;Sabaneta;2020;55220 
5;Antioquia;5642;Salgar;2020;17249 
5;Antioquia;5647;San Andrés de Cuerquía;2020;5702 
5;Antioquia;5649;San Carlos;2020;16173 
5;Antioquia;5652;San Francisco;2020;4825 
5;Antioquia;5656;San Jerónimo;2020;13057 
5;Antioquia;5658;San José de La Montaña;2020;3511 
5;Antioquia;5659;San Juan de Urabá;2020;27659 
5;Antioquia;5660;San Luis;2020;10908 
5;Antioquia;5664;San Pedro;2020;28901 
5;Antioquia;5665;San Pedro de Uraba;2020;32564 
5;Antioquia;5667;San Rafael;2020;12704 
5;Antioquia;5670;San Roque;2020;16076 
5;Antioquia;5674;San Vicente;2020;16047 
5;Antioquia;5679;Santa Bárbara;2020;21238 
5;Antioquia;5686;Santa Rosa de Osos;2020;37864 
5;Antioquia;5690;Santo Domingo;2020;9808 
5;Antioquia;5697;El Santuario;2020;27359 
5;Antioquia;5736;Segovia;2020;42716 
5;Antioquia;5756;Sonson;2020;33598 
5;Antioquia;5761;Sopetrán;2020;15279 
5;Antioquia;5789;Támesis;2020;13890 
5;Antioquia;5790;Tarazá;2020;48926 
5;Antioquia;5792;Tarso;2020;8257 
5;Antioquia;5809;Titiribí;2020;14881 
5;Antioquia;5819;Toledo;2020;6842 
5;Antioquia;5837;Turbo;2020;181377 
5;Antioquia;5842;Uramita;2020;8194 
5;Antioquia;5847;Urrao;2020;47734 
5;Antioquia;5854;Valdivia;2020;25148 
5;Antioquia;5856;Valparaíso;2020;6061 
5;Antioquia;5858;Vegachí;2020;8613 
5;Antioquia;5861;Venecia;2020;13132 
5;Antioquia;5873;Vigía del Fuerte;2020;5624 
5;Antioquia;5885;Yalí;2020;8771 
5;Antioquia;5887;Yarumal;2020;49654 
5;Antioquia;5890;Yolombó;2020;26069 
5;Antioquia;5893;Yondó;2020;20524 
5;Antioquia;5895;Zaragoza;2020;32628 
8;Atlántico;8001;Barranquilla;2020;1239518 
8;Atlántico;8078;Baranoa;2020;60620 
8;Atlántico;8137;Campo de La Cruz;2020;14667 
8;Atlántico;8141;Candelaria;2020;12588 
8;Atlántico;8296;Galapa;2020;48812 
8;Atlántico;8372;Juan de Acosta;2020;17921 
8;Atlántico;8421;Luruaco;2020;28571 
8;Atlántico;8433;Malambo;2020;131064 
8;Atlántico;8436;Manatí;2020;16659 
8;Atlántico;8520;Palmar de Varela;2020;26007 
8;Atlántico;8549;Piojó;2020;5197 
8;Atlántico;8558;Polonuevo;2020;15877 
8;Atlántico;8560;Ponedera;2020;23913 
8;Atlántico;8573;Puerto Colombia;2020;26454 
8;Atlántico;8606;Repelón;2020;27777 
8;Atlántico;8634;Sabanagrande;2020;35044 
8;Atlántico;8638;Sabanalarga;2020;103307 
8;Atlántico;8675;Santa Lucía;2020;11124 
8;Atlántico;8685;Santo Tomás;2020;25871 
8;Atlántico;8758;Soledad;2020;701047 
8;Atlántico;8770;Suan;2020;8256 
8;Atlántico;8832;Tubará;2020;10999 
8;Atlántico;8849;Usiacurí;2020;9611 
11;Bogotá, D.C.;11001;Bogotá, D.C.;2020;8380801 
13;Bolívar;13001;Cartagena;2020;1057445 
13;Bolívar;13006;Achí;2020;25086 
13;Bolívar;13030;Altos del Rosario;2020;15034 
13;Bolívar;13042;Arenal;2020;21082 
13;Bolívar;13052;Arjona;2020;79472 
13;Bolívar;13062;Arroyohondo;2020;10573 
13;Bolívar;13074;Barranco de Loba;2020;19450 
13;Bolívar;13140;Calamar;2020;24877 
13;Bolívar;13160;Cantagallo;2020;10053 
13;Bolívar;13188;Cicuco;2020;11144 
13;Bolívar;13212;Córdoba;2020;12207 
13;Bolívar;13222;Clemencia;2020;13056 
13;Bolívar;13244;El Carmen de Bolívar;2020;79606 
13;Bolívar;13248;El Guamo;2020;7761 
13;Bolívar;13268;El Peñón;2020;10538 
13;Bolívar;13300;Hatillo de Loba;2020;12337 
13;Bolívar;13430;Magangué;2020;123986 
13;Bolívar;13433;Mahates;2020;27446 
13;Bolívar;13440;Margarita;2020;10341 
13;Bolívar;13442;María La Baja;2020;49774 
13;Bolívar;13458;Montecristo;2020;23853 
13;Bolívar;13468;Mompós;2020;45706 
13;Bolívar;13473;Morales;2020;22813 
13;Bolívar;13490;Norosí (1);2020;5063 
13;Bolívar;13549;Pinillos;2020;26211 
13;Bolívar;13580;Regidor;2020;11521 
13;Bolívar;13600;Río Viejo (1)(3);2020;19605 
13;Bolívar;13620;San Cristóbal;2020;6738 
13;Bolívar;13647;San Estanislao;2020;16761 
13;Bolívar;13650;San Fernando;2020;14221 
13;Bolívar;13654;San Jacinto;2020;21658 
13;Bolívar;13655;San Jacinto del Cauca;2020;14989 
13;Bolívar;13657;San Juan Nepomuceno;2020;34110 
13;Bolívar;13667;San Martín de Loba;2020;19296 
13;Bolívar;13670;San Pablo;2020;37160 
13;Bolívar;13673;Santa Catalina;2020;13795 
13;Bolívar;13683;Santa Rosa;2020;25237 
13;Bolívar;13688;Santa Rosa del Sur;2020;47085 
13;Bolívar;13744;Simití;2020;22012 
13;Bolívar;13760;Soplaviento;2020;8513 
13;Bolívar;13780;Talaigua Nuevo;2020;11501 
13;Bolívar;13810;Tiquisio;2020;24343 
13;Bolívar;13836;Turbaco;2020;77181 
13;Bolívar;13838;Turbaná;2020;15663 
13;Bolívar;13873;Villanueva;2020;20847 
13;Bolívar;13894;Zambrano;2020;11989 
15;Boyacá;15001;Tunja;2020;206827 
15;Boyacá;15022;Almeida;2020;1510 
15;Boyacá;15047;Aquitania;2020;14256 
15;Boyacá;15051;Arcabuco;2020;5251 
15;Boyacá;15087;Belén;2020;6680 
15;Boyacá;15090;Berbeo;2020;1943 
15;Boyacá;15092;Betéitiva;2020;1840 
15;Boyacá;15097;Boavita;2020;6296 
15;Boyacá;15104;Boyacá;2020;4185 
15;Boyacá;15106;Briceño;2020;2506 
15;Boyacá;15109;Buenavista;2020;5724 
15;Boyacá;15114;Busbanzá;2020;1324 
15;Boyacá;15131;Caldas;2020;3424 
15;Boyacá;15135;Campohermoso;2020;3711 
15;Boyacá;15162;Cerinza;2020;3487 
15;Boyacá;15172;Chinavita;2020;3370 
15;Boyacá;15176;Chiquinquirá;2020;70127 
15;Boyacá;15180;Chiscas;2020;3810 
15;Boyacá;15183;Chita;2020;8946 
15;Boyacá;15185;Chitaraque;2020;5204 
15;Boyacá;15187;Chivatá;2020;6851 
15;Boyacá;15189;Ciénega;2020;4428 
15;Boyacá;15204;Cómbita;2020;15533 
15;Boyacá;15212;Coper;2020;3405 
15;Boyacá;15215;Corrales;2020;2157 
15;Boyacá;15218;Covarachía;2020;2650 
15;Boyacá;15223;Cubará;2020;6743 
15;Boyacá;15224;Cucaita;2020;4703 
15;Boyacá;15226;Cuítiva;2020;1829 
15;Boyacá;15232;Chíquiza;2020;5209 
15;Boyacá;15236;Chivor;2020;1601 
15;Boyacá;15238;Duitama;2020;114877 
15;Boyacá;15244;El Cocuy;2020;5041 
15;Boyacá;15248;El Espino;2020;4230 
15;Boyacá;15272;Firavitoba;2020;5694 
15;Boyacá;15276;Floresta;2020;4281 
15;Boyacá;15293;Gachantivá;2020;2449 
15;Boyacá;15296;Gameza;2020;4468 
15;Boyacá;15299;Garagoa;2020;17118 
15;Boyacá;15317;Guacamayas;2020;1518 
15;Boyacá;15322;Guateque;2020;9294 
15;Boyacá;15325;Guayatá;2020;4555 
15;Boyacá;15332;Güicán;2020;6426 
15;Boyacá;15362;Iza;2020;2463 
15;Boyacá;15367;Jenesano;2020;7725 
15;Boyacá;15368;Jericó;2020;3689 
15;Boyacá;15377;Labranzagrande;2020;4931 
15;Boyacá;15380;La Capilla;2020;2317 
15;Boyacá;15401;La Victoria;2020;1673 
15;Boyacá;15403;La Uvita;2020;2099 
15;Boyacá;15407;Villa de Leyva;2020;19171 
15;Boyacá;15425;Macanal;2020;4845 
15;Boyacá;15442;Maripí;2020;7251 
15;Boyacá;15455;Miraflores;2020;9812 
15;Boyacá;15464;Mongua;2020;4437 
15;Boyacá;15466;Monguí;2020;4981 
15;Boyacá;15469;Moniquirá;2020;21131 
15;Boyacá;15476;Motavita;2020;8752 
15;Boyacá;15480;Muzo;2020;8429 
15;Boyacá;15491;Nobsa;2020;16709 
15;Boyacá;15494;Nuevo Colón;2020;6770 
15;Boyacá;15500;Oicatá;2020;2845 
15;Boyacá;15507;Otanche;2020;10701 
15;Boyacá;15511;Pachavita;2020;2241 
15;Boyacá;15514;Páez;2020;2709 
15;Boyacá;15516;Paipa;2020;32164 
15;Boyacá;15518;Pajarito;2020;1444 
15;Boyacá;15522;Panqueba;2020;1333 
15;Boyacá;15531;Pauna;2020;10825 
15;Boyacá;15533;Paya;2020;2479 
15;Boyacá;15537;Paz de Río;2020;4391 
15;Boyacá;15542;Pesca;2020;7226 
15;Boyacá;15550;Pisba;2020;1236 
15;Boyacá;15572;Puerto Boyacá;2020;57348 
15;Boyacá;15580;Quípama;2020;7376 
15;Boyacá;15599;Ramiriquí;2020;9598 
15;Boyacá;15600;Ráquira;2020;14178 
15;Boyacá;15621;Rondón;2020;2740 
15;Boyacá;15632;Saboyá;2020;12062 
15;Boyacá;15638;Sáchica;2020;3734 
15;Boyacá;15646;Samacá;2020;21002 
15;Boyacá;15660;San Eduardo;2020;1839 
15;Boyacá;15664;San José de Pare;2020;4882 
15;Boyacá;15667;San Luis de Gaceno;2020;4555 
15;Boyacá;15673;San Mateo;2020;3220 
15;Boyacá;15676;San Miguel de Sema;2020;4513 
15;Boyacá;15681;San Pablo de Borbur;2020;10285 
15;Boyacá;15686;Santana;2020;7581 
15;Boyacá;15690;Santa María;2020;3675 
15;Boyacá;15693;Santa Rosa de Viterbo;2020;13400 
15;Boyacá;15696;Santa Sofía;2020;2514 
15;Boyacá;15720;Sativanorte;2020;2133 
15;Boyacá;15723;Sativasur;2020;1006 
15;Boyacá;15740;Siachoque;2020;8974 
15;Boyacá;15753;Soatá;2020;6366 
15;Boyacá;15755;Socotá;2020;7172 
15;Boyacá;15757;Socha;2020;6870 
15;Boyacá;15759;Sogamoso;2020;110885 
15;Boyacá;15761;Somondoco;2020;3269 
15;Boyacá;15762;Sora;2020;3030 
15;Boyacá;15763;Sotaquirá;2020;7117 
15;Boyacá;15764;Soracá;2020;5057 
15;Boyacá;15774;Susacón;2020;2813 
15;Boyacá;15776;Sutamarchán;2020;5771 
15;Boyacá;15778;Sutatenza;2020;3851 
15;Boyacá;15790;Tasco;2020;6063 
15;Boyacá;15798;Tenza;2020;3840 
15;Boyacá;15804;Tibaná;2020;8926 
15;Boyacá;15806;Tibasosa;2020;14745 
15;Boyacá;15808;Tinjacá;2020;3045 
15;Boyacá;15810;Tipacoque;2020;2922 
15;Boyacá;15814;Toca;2020;9902 
15;Boyacá;15816;Togüí;2020;4777 
15;Boyacá;15820;Tópaga;2020;3689 
15;Boyacá;15822;Tota;2020;5180 
15;Boyacá;15832;Tununguá;2020;1951 
15;Boyacá;15835;Turmequé;2020;5545 
15;Boyacá;15837;Tuta;2020;9992 
15;Boyacá;15839;Tutazá;2020;1730 
15;Boyacá;15842;Umbita;2020;10356 
15;Boyacá;15861;Ventaquemada;2020;15937 
15;Boyacá;15879;Viracachá;2020;3090 
15;Boyacá;15897;Zetaquira;2020;4266 
17;Caldas;17001;Manizales;2020;402578 
17;Caldas;17013;Aguadas;2020;21043 
17;Caldas;17042;Anserma;2020;33146 
17;Caldas;17050;Aranzazu;2020;10768 
17;Caldas;17088;Belalcázar;2020;10350 
17;Caldas;17174;Chinchiná;2020;50474 
17;Caldas;17272;Filadelfia;2020;10234 
17;Caldas;17380;La Dorada;2020;78949 
17;Caldas;17388;La Merced;2020;4954 
17;Caldas;17433;Manzanares;2020;22457 
17;Caldas;17442;Marmato;2020;9430 
17;Caldas;17444;Marquetalia;2020;15011 
17;Caldas;17446;Marulanda;2020;3374 
17;Caldas;17486;Neira;2020;31630 
17;Caldas;17495;Norcasia;2020;6132 
17;Caldas;17513;Pácora;2020;10608 
17;Caldas;17524;Palestina;2020;17571 
17;Caldas;17541;Pensilvania;2020;26349 
17;Caldas;17614;Riosucio;2020;65372 
17;Caldas;17616;Risaralda;2020;9047 
17;Caldas;17653;Salamina;2020;15090 
17;Caldas;17662;Samaná;2020;25800 
17;Caldas;17665;San José;2020;7599 
17;Caldas;17777;Supía;2020;27687 
17;Caldas;17867;Victoria;2020;7913 
17;Caldas;17873;Villamaría;2020;61880 
17;Caldas;17877;Viterbo;2020;12385 
18;Caquetá;18001;Florencia;2020;187498 
18;Caquetá;18029;Albania;2020;6429 
18;Caquetá;18094;Belén de Los Andaquies;2020;11836 
18;Caquetá;18150;Cartagena del Chairá;2020;35993 
18;Caquetá;18205;Curillo;2020;11920 
18;Caquetá;18247;El Doncello;2020;22342 
18;Caquetá;18256;El Paujil;2020;21772 
18;Caquetá;18410;La Montañita;2020;24510 
18;Caquetá;18460;Milán;2020;11885 
18;Caquetá;18479;Morelia;2020;3958 
18;Caquetá;18592;Puerto Rico;2020;33765 
18;Caquetá;18610;San José del Fragua;2020;15408 
18;Caquetá;18753;San Vicente del Caguán;2020;74191 
18;Caquetá;18756;Solano;2020;26031 
18;Caquetá;18785;Solita;2020;9119 
18;Caquetá;18860;Valparaíso;2020;11860 
19;Cauca;19001;Popayán;2020;288411 
19;Cauca;19022;Almaguer;2020;21391 
19;Cauca;19050;Argelia;2020;27867 
19;Cauca;19075;Balboa;2020;26538 
19;Cauca;19100;Bolívar;2020;44864 
19;Cauca;19110;Buenos Aires;2020;35197 
19;Cauca;19130;Cajibío;2020;38932 
19;Cauca;19137;Caldono;2020;34348 
19;Cauca;19142;Caloto(1)(3);2020;17748 
19;Cauca;19212;Corinto;2020;33846 
19;Cauca;19256;El Tambo;2020;48226 
19;Cauca;19290;Florencia;2020;6206 
19;Cauca;19300;Guachené (1) ;2020;19934 
19;Cauca;19318;Guapi;2020;30042 
19;Cauca;19355;Inzá;2020;32988 
19;Cauca;19364;Jambaló;2020;19374 
19;Cauca;19392;La Sierra;2020;10511 
19;Cauca;19397;La Vega;2020;47791 
19;Cauca;19418;López;2020;21019 
19;Cauca;19450;Mercaderes;2020;18297 
19;Cauca;19455;Miranda;2020;43333 
19;Cauca;19473;Morales;2020;26850 
19;Cauca;19513;Padilla;2020;7629 
19;Cauca;19517;Paez;2020;36977 
19;Cauca;19532;Patía;2020;37781 
19;Cauca;19533;Piamonte;2020;7488 
19;Cauca;19548;Piendamó;2020;46943 
19;Cauca;19573;Puerto Tejada;2020;46215 
19;Cauca;19585;Puracé;2020;15265 
19;Cauca;19622;Rosas;2020;13669 
19;Cauca;19693;San Sebastián;2020;14555 
19;Cauca;19698;Santander de Quilichao;2020;100681 
19;Cauca;19701;Santa Rosa;2020;10951 
19;Cauca;19743;Silvia;2020;32769 
19;Cauca;19760;Sotara;2020;17674 
19;Cauca;19780;Suárez;2020;18310 
19;Cauca;19785;Sucre;2020;8837 
19;Cauca;19807;Timbío;2020;35943 
19;Cauca;19809;Timbiquí;2020;22166 
19;Cauca;19821;Toribio;2020;30651 
19;Cauca;19824;Totoró;2020;21565 
19;Cauca;19845;Villa Rica;2020;17134 
20;Cesar;20001;Valledupar;2020;503453 
20;Cesar;20011;Aguachica;2020;97525 
20;Cesar;20013;Agustín Codazzi;2020;48805 
20;Cesar;20032;Astrea;2020;19425 
20;Cesar;20045;Becerril;2020;13116 
20;Cesar;20060;Bosconia;2020;40315 
20;Cesar;20175;Chimichagua;2020;30192 
20;Cesar;20178;Chiriguaná;2020;18308 
20;Cesar;20228;Curumaní;2020;22673 
20;Cesar;20238;El Copey;2020;27000 
20;Cesar;20250;El Paso;2020;23699 
20;Cesar;20295;Gamarra;2020;17680 
20;Cesar;20310;González;2020;6014 
20;Cesar;20383;La Gloria;2020;12049 
20;Cesar;20400;La Jagua de Ibirico;2020;22440 
20;Cesar;20443;Manaure;2020;16266 
20;Cesar;20517;Pailitas;2020;17622 
20;Cesar;20550;Pelaya;2020;18421 
20;Cesar;20570;Pueblo Bello;2020;25158 
20;Cesar;20614;Río de Oro;2020;13792 
20;Cesar;20621;La Paz;2020;23065 
20;Cesar;20710;San Alberto;2020;27025 
20;Cesar;20750;San Diego;2020;13083 
20;Cesar;20770;San Martín;2020;19015 
20;Cesar;20787;Tamalameque;2020;13651 
23;Córdoba;23001;Montería;2020;471664 
23;Córdoba;23068;Ayapel;2020;56082 
23;Córdoba;23079;Buenavista;2020;22953 
23;Córdoba;23090;Canalete;2020;23992 
23;Córdoba;23162;Cereté;2020;94935 
23;Córdoba;23168;Chimá;2020;15679 
23;Córdoba;23182;Chinú;2020;50743 
